0	0	-100.00000
0	1	-100.00000
0	2	-100.00000
0	3	-100.00000
0	4	-100.00000
0	5	-100.00000
0	6	-100.00000
0	7	-100.00000
0	8	-100.00000
0	9	-100.00000
0	10	-100.00000
0	11	-100.00000
0	12	-100.00000
0	13	-100.00000
0	14	-100.00000
0	15	-100.00000
0	16	-100.00000
0	17	-100.00000
0	18	-100.00000
0	19	-100.00000
0	20	-100.00000
0	21	-100.00000
0	22	-100.00000
0	23	-100.00000
0	24	-100.00000
0	25	-100.00000
0	26	-100.00000
0	27	-100.00000
0	28	-100.00000
0	29	-100.00000
0	30	-100.00000
0	31	-100.00000
0	32	-100.00000
0	33	-100.00000
0	34	-100.00000
0	35	-100.00000
0	36	-100.00000
0	37	-100.00000
0	38	-100.00000
0	39	-100.00000
0	40	-100.00000
0	41	-100.00000
0	42	-100.00000
0	43	-100.00000
0	44	-100.00000
0	45	-100.00000
0	46	-100.00000
0	47	-100.00000
0	48	-100.00000
0	49	-100.00000
0	50	-100.00000
0	51	-100.00000
0	52	-100.00000
0	53	-100.00000
0	54	-100.00000
0	55	-100.00000
0	56	-100.00000
0	57	-100.00000
0	58	-100.00000
0	59	-100.00000
0	60	-100.00000
0	61	-100.00000
0	62	-100.00000
0	63	-100.00000
0	64	-100.00000
0	65	-100.00000
0	66	-100.00000
0	67	-100.00000
0	68	-100.00000
0	69	-100.00000
0	70	-100.00000
0	71	-100.00000
0	72	-100.00000
0	73	-100.00000
0	74	-100.00000
0	75	-100.00000
0	76	-100.00000
0	77	-100.00000
0	78	-100.00000
0	79	-100.00000
0	80	-100.00000
0	81	-100.00000
0	82	-100.00000
0	83	-100.00000
0	84	-100.00000
0	85	-100.00000
0	86	-100.00000
0	87	-100.00000
0	88	-100.00000
0	89	-100.00000
0	90	-100.00000
0	91	-100.00000
0	92	-100.00000
0	93	-100.00000
0	94	-100.00000
0	95	-100.00000
0	96	-100.00000
0	97	-100.00000
0	98	-100.00000
0	99	-100.00000
0	100	-100.00000
1	0	-100.00000
1	1	-99.65708
1	2	-99.31372
1	3	-98.96949
1	4	-98.62397
1	5	-98.27679
1	6	-97.92763
1	7	-97.57623
1	8	-97.22240
1	9	-96.86604
1	10	-96.50715
1	11	-96.14584
1	12	-95.78236
1	13	-95.41710
1	14	-95.05058
1	15	-94.68350
1	16	-94.31675
1	17	-93.95135
1	18	-93.58854
1	19	-93.22972
1	20	-92.87644
1	21	-92.53043
1	22	-92.19353
1	23	-91.86770
1	24	-91.55495
1	25	-91.25733
1	26	-90.97686
1	27	-90.71549
1	28	-90.47504
1	29	-90.25714
1	30	-90.06319
1	31	-89.89430
1	32	-89.75125
1	33	-89.63446
1	34	-89.54397
1	35	-89.47944
1	36	-89.44018
1	37	-89.42511
1	38	-89.43286
1	39	-89.46178
1	40	-89.51001
1	41	-89.57551
1	42	-89.65615
1	43	-89.74974
1	44	-89.85411
1	45	-89.96714
1	46	-90.08681
1	47	-90.21124
1	48	-90.33873
1	49	-90.46774
1	50	-90.59696
1	51	-90.72527
1	52	-90.85177
1	53	-90.97578
1	54	-91.09681
1	55	-91.21456
1	56	-91.32893
1	57	-91.43997
1	58	-91.54788
1	59	-91.65300
1	60	-91.75578
1	61	-91.85677
1	62	-91.95659
